"Data Source","World Development Indicators",

"Last Updated Date","2025-01-28",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"Aruba","ABW","Domestic credit to private sector by banks (% of GDP)","FD.AST.PRVT.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","39.4643250688705","39.4419243986254","43.7756554307116","43.3563855421687","44.4888239590942","44.2259449071108","43.2829254079254","40.9021660649819","42.4448878923767","43.0618443316413","45.4161133603239","43.2337709700948","41.870110701107","44.6205252918288","44.7997006095161","46.5928526526089","50.7912122333912","55.0125172180073","51.7852298243845","54.0607007192211","53.8841202639004","51.7272559982541","50.6584576108456","55.8930411328093","58.8006572951036","56.2504341594081","58.6859032351161","59.1636730262709","60.2405386637617","56.626871086152","57.2219745438198","57.2465137419772","55.9651590878475","58.7855516510707","81.7487040187796","67.508470565327","61.3565535911972","59.6054698880193",
"Africa Eastern and Southern","AFE","Domestic credit to private sector by banks (% of GDP)","FD.AST.PRVT.GD.ZS","","","","","","21.3388231004412","20.6797874985918","21.953526719759","21.9931852340521","22.3371182124427","25.2660011321194","25.5889513814701","25.0246260276005","26.9207245793246","26.737276894575","27.2732629455084","25.2572018507883","24.0818964798915","24.128328384427","24.5221734137633","25.6134892619924","27.7776730377523","27.3881726951662","29.5396885368681","29.4488855681518","26.6038515632477","26.4421570945754","28.3764931601653","29.509188045324","29.4632748109984","28.728966306091","","36.6968484940427","35.5110175366569","37.8588871935407","39.7383176150606","40.2726914325707","40.6076042582561","42.8767636473574","42.8519714689382","39.5902056362859","41.7427288616694","32.5068369096011","37.1421822968604","38.8579193131298","39.5729593566896","42.2640447388534","43.6332289886596","40.5986210106994","42.1579115832735","41.5200934772661","39.8981239886323","40.3569712659765","38.3861820865828","37.7365083481626","39.2437536913722","38.8517980378093","37.0026281922421","36.9106357541776","36.944584365995","37.4073901058312","35.8557302068606","33.3411576118315","34.486263786731",
"Afghanistan","AFG","Domestic credit to private sector by banks (% of GDP)","FD.AST.PRVT.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.84285686566253","6.83998223656721","9.38832772083979","10.58413068423","11.5750442390122","4.95918037606027","4.17944854276306","4.10825623711864","3.73272021162013","3.78980675535297","3.77581257666065","3.71038110758839","3.44212677085205","3.1735454944513","2.99421260598445","","","",
"Africa Western and Central","AFW","Domestic credit to private sector by banks (% of GDP)","FD.AST.PRVT.GD.ZS","6.15642010744633","6.56568702529651","7.20616926860332","8.09260367189124","8.47917986974777","8.49791618959804","8.56557799289402","8.98010027215833","9.03024735007358","8.81566177683772","7.30736711253261","9.18202324785975","9.43272416732847","10.0858396591102","9.18267614454501","11.4656325037287","11.6313702708894","13.9510369879152","16.3546726593203","16.0579847972792","16.7495408706207","9.30632108950854","9.99509774398925","10.9196134562206","10.9482780018801","10.8823205354842","14.2324712135215","14.8435731065039","13.7608184198453","12.9124855016274","12.5944824690764","11.7093238798613","11.6345597247674","9.93949736242384","8.32187907891809","7.26941039199111","6.72562331600893","7.36738478571142","7.90101397814872","8.56486655548991","8.57097675139502","9.19636409922777","8.30827857207522","8.93651563139256","8.66929362810451","8.70072720812435","8.53038151238007","12.1442357103478","15.2480806663238","16.4388333454888","13.0193899548503","11.8793639359259","11.62986900367","12.5760117376081","13.9821472071339","14.4446769557682","15.8518372256541","14.8865102236349","13.2450009311128","13.2128383643334","13.8584551626727","14.6635387476344","15.1936326185594","18.1797813058926",
"Angola","AGO","Domestic credit to private sector by banks (% of GDP)","FD.AST.PRVT.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.78521241666833","3.17745379075588","5.16969314156703","3.52275914782064","2.52098260701182","1.96653982570438","3.61837428065332","3.43511436819255","3.976134967989","4.39905685578055","4.20355044136705","6.42559810827928","9.77476080103609","12.0104478187206","22.9958233940096","19.5529314588125","18.785108041902","20.003682427961","21.3411666063267","19.8867601663945","24.0107756503464","19.9408308429262","15.9200224709074","13.8323096409005","14.2569384889195","12.4261184193726","9.27972796120518","7.53638729290095","8.25144948945266",
"Albania","ALB","Domestic credit to private sector by banks (% of GDP)","FD.AST.PRVT.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.04586220706562","3.76324394062271","3.25706800175859","3.92591541814055","3.86173658171538","4.10700392701434","4.87087883255952","6.2010936216055","6.47602665479718","7.6559959156014","9.63218911586791","15.3759111207709","22.3149065867646","29.9214523038172","35.3306633995758","36.7844005259035","37.3647294185029","39.3142061041469","38.9169957330784","37.8725872243534","37.4025750642333","35.3627222066127","34.5818174656481","32.5625685942611","30.0983767610522","30.9777223172642","34.9031046228004","33.6073727680079","31.2493487057846","29.7762875657202",
"Andorra","AND","Domestic credit to private sector by banks (% of GDP)","FD.AST.PRVT.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Arab World","ARB","Domestic credit to private sector by banks (% of GDP)","FD.AST.PRVT.GD.ZS","12.8735427818673","13.4926230275747","12.7317137603445","12.8357526499148","11.8874967878603","12.0687229144908","11.9744474787702","11.7553674653691","12.9037974524408","13.7499351021976","12.9777724244755","12.9384913035424","14.7238731545152","14.9544287460315","10.9791174630943","14.2079196221626","14.9417926152289","16.2444795689611","18.8737587336871","18.2265229782737","16.2801268448851","19.104699087455","23.1760004172079","27.4112963832515","29.3665515573736","31.5641728821728","37.5228554233385","37.3447889175254","38.515261590355","35.1650314289263","25.6280884357793","23.033368800611","20.895884205756","21.9614888256121","23.599401302573","25.906854976882","25.8087468933651","28.7326117643231","34.350327523433","34.542513279002","32.2495203540335","34.0334834348457","34.7611289481236","33.6520927479638","32.931189849653","33.9862736842342","34.00502859226","37.2489965831621","38.6506267188998","45.3710511528353","40.8447397336919","37.4289932082012","36.7537695037224","38.445180592696","42.0138470199161","51.3246135822264","54.7081240743075","52.5237119132044","","","52.8294915071411","","","",
"United Arab Emirates","ARE","Domestic credit to private sector by banks (% of GDP)","FD.AST.PRVT.GD.ZS","","","","","","","","","","","","","","9.62257451500819","7.28709770570032","9.76008780203385","13.7873102394965","16.2947817309079","21.0305190078335","17.8034696635249","15.5736893552259","16.5108253314412","18.5289099747593","21.298534343955","21.7523798354151","22.5603799914126","29.0769378927348","29.1793754538853","31.9090171813048","30.2763142335335","25.1965077233042","26.7469141021305","26.9762746594881","28.2522037218413","29.3217092540961","29.7329548985892","29.2235633886256","31.0709769261069","36.851687932238","35.5584504362743","31.2720686676462","34.4082422274467","36.1001735680635","36.1630702795503","37.7109332547409","43.7556575674849","47.286885376531","56.0323776363312","67.610924076344","84.4646663341218","71.8429042501463","61.8126181258996","58.9412661399536","58.5095596485795","63.0598214355551","76.4799206473236","81.1153278506033","77.2349659887309","73.4396690346313","75.5055518044589","87.919365825509","75.1455268881194","64.649188629479","67.1552588495917",
"Argentina","ARG","Domestic credit to private sector by banks (% of GDP)","FD.AST.PRVT.GD.ZS","10.7977469263099","11.810042509103","10.2282145552805","9.90251749915194","9.40267697440415","8.92375356887832","9.7298918924369","9.58187071682922","12.1475430834622","13.053375109778","14.2059661257195","17.4209750944231","16.5548611815692","15.6482608053113","17.9466845483758","15.3590039236442","11.8332213213078","15.269192224964","17.1984341271811","20.7231358480453","21.7295078957851","29.6977651151243","31.3181100560577","26.5588638231802","24.0506119455824","16.9285824693685","16.5215522681063","20.9234516099999","20.0320597504097","39.4377419896227","15.5276981216118","12.4655879980545","15.2507520184031","18.0123062130973","19.9549452299565","19.6796231471515","19.8760428771292","21.5569355901645","23.5909907483988","24.136100774893","23.1674223158561","20.1560327767269","15.1156737475206","10.6211819600196","9.50128495325813","10.4169307391323","11.532388513893","12.6122114252425","11.8227697298621","11.9992817487158","12.4960013900972","13.842100943339","15.0377690033615","15.5654555378253","13.6569400728306","14.2385254616337","13.4965267916168","15.7212691624528","15.3763265573184","12.7789482484627","13.4554773021172","11.2727076291742","10.661822361698","11.9006278976555",
