"Data Source","World Development Indicators",

"Last Updated Date","2025-01-28",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"Aruba","ABW","Domestic credit to private sector (% of GDP)","FS.AST.PRVT.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","39.4643250688705","39.4419243986254","43.7756554307116","43.3563855421687","44.4888239590942","44.2259449071108","43.2829254079254","40.9021660649819","42.4448878923767","43.0618443316413","45.4161133603239","43.2337709700948","41.870110701107","44.6205252918288","44.7997006095161","46.5928526526089","50.7912122333912","55.0125172180073","51.7852298243845","54.0607007192211","53.8841202639004","51.7272559982541","50.6584576108456","55.8930411328093","58.8006572951036","56.2504341594081","58.6859032351161","59.1636730262709","60.2405386637617","56.626871086152","57.2219745438198","57.2465137419772","55.9651590878475","58.7855516510707","81.7487040187796","67.508470565327","61.3565535911972","59.6054698880193",
"Africa Eastern and Southern","AFE","Domestic credit to private sector (% of GDP)","FS.AST.PRVT.GD.ZS","","","","","","30.7191428184893","29.9468510313701","31.8215953388207","30.6279202569447","31.2722359859851","35.0804080799197","35.4984794891947","34.266947958482","35.983279434746","34.899255845482","35.0347207189442","32.5971814870723","31.1461314692684","30.9969229977724","30.2509529486529","32.916284404517","33.6296070389609","33.1160706375832","37.0736118581804","38.3838878223621","36.1014449806118","37.7241031556386","42.0569265964186","42.579623624123","43.3569139990532","43.9194849648571","","65.0678675632186","68.1215973210501","73.8255306541642","78.6302760380442","77.8903618654626","74.3826071476806","74.3769552912947","83.5136185665134","75.9217208093852","76.6301208370389","61.9015770870274","70.9017636861207","79.8454521331114","85.4215696551988","94.5948930091408","93.6411649558667","78.5671361912571","79.6002815653239","84.9519864748716","76.4476709334673","79.3495517539624","75.7009682523625","74.2399772458538","66.9311812754918","66.8140064719276","66.5279276452611","63.3257002370687","62.0155368932759","57.3786823191182","51.6621340775433","46.663674307388","49.0501458687374",
"Afghanistan","AFG","Domestic credit to private sector (% of GDP)","FS.AST.PRVT.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.84285686566253","6.83998223656721","9.38832772083979","10.58413068423","11.5750442390122","4.95918037606027","4.47210362973721","4.3216854169302","3.94105709996345","3.98149379462535","3.88832174612488","3.84188120492596","3.51231703339133","3.22995723026215","3.09659808966059","","","",
"Africa Western and Central","AFW","Domestic credit to private sector (% of GDP)","FS.AST.PRVT.GD.ZS","5.70963753501598","6.07311173370478","7.64458499231988","8.60310558184309","8.71008456419595","8.73264317128051","8.85506992696961","9.41685073999708","9.84894387550075","9.64732007580676","7.99842737327343","9.58450263896504","9.89791504117565","10.2760531913702","9.31246268958511","11.8091413359003","12.0115650051146","14.4197683337913","16.6897523855638","16.3073137030016","17.0001945318498","9.41540936190301","10.109626306174","11.021210193989","11.051357283993","10.9856976867451","14.3242447605869","14.905370534151","13.8222548873199","13.3715636430906","13.0171265407482","11.9178023125829","11.8007994605278","10.0644828961036","8.41307402222352","7.31808551669832","6.77329762404536","7.41005778126745","7.92644352115636","8.85329554881219","8.62105764208391","9.23262379750765","8.33591523277941","8.96228894596478","8.70810672921093","8.74580381763473","8.56850889856536","12.4157578197253","15.3199898264543","16.4877316032216","13.1014635469414","11.9501785823037","11.7109706624875","12.6579470226363","14.0541416166256","14.5285907272501","15.958737973252","15.0394846471515","13.3901223019476","13.7297849724577","14.5136481589631","15.504185877823","15.4306221968342","",
"Angola","AGO","Domestic credit to private sector (% of GDP)","FS.AST.PRVT.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25.2401083054984","21.0984099001473","17.0006850586294","14.9352704887729","15.3409215605835","13.7246223259782","10.4107253356593","8.62886678212951","9.53397764773617",
"Albania","ALB","Domestic credit to private sector (% of GDP)","FS.AST.PRVT.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38.2134448059932","39.0828637762627","41.1536869937844","40.8045831076808","39.7865440804969","39.2616784878667","37.1507412126006","36.5990006785223","34.7578266321655","32.5073553823979","33.7256095426439","37.7193334290377","36.4341262736936","33.79124601978","32.3894418032961",
"Andorra","AND","Domestic credit to private sector (% of GDP)","FS.AST.PRVT.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Arab World","ARB","Domestic credit to private sector (% of GDP)","FS.AST.PRVT.GD.ZS","13.5397169093598","","12.1367858246875","13.1654391949631","12.7545244716164","13.5810523585445","13.1275835440707","12.6244181256527","13.6008151412949","14.7573917127701","13.6742718614916","13.3913450887022","15.2664205492533","15.731146325634","11.3382611450735","14.8232477202148","15.2352839121281","16.5202903284101","19.1450385552613","18.7349321593531","16.8289007519643","19.9194919620556","24.5037442518505","29.0043933200048","31.1551836732843","33.6634144081293","38.7999142107856","37.6557638694094","38.5947865758859","34.6245198119104","","21.287782164082","20.6531345548","21.635812214358","23.4932904022697","26.0697881846822","26.201510113129","28.1262261780494","34.3535196889825","34.5045245630947","31.8925618291951","34.2070385495814","34.9105902264134","33.5119436577064","32.1627483727493","32.071411683614","31.19367891758","33.073304061462","32.6540187159215","38.2258099778285","37.4239466983775","34.9432994287896","34.5147299575889","36.5304083345406","39.7260147200495","48.3177997999584","56.5450975044368","54.5170542728625","","","","","","",
"United Arab Emirates","ARE","Domestic credit to private sector (% of GDP)","FS.AST.PRVT.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","84.7052070870221","80.7200407529448","76.3249507790972","78.1589860379455","90.79016696008","77.5000203150982","66.586486399096","",
"Argentina","ARG","Domestic credit to private sector (% of GDP)","FS.AST.PRVT.GD.ZS","13.6112443648555","14.0881217748183","12.0111143401459","11.5200601982166","10.6266940953325","10.1066697396366","11.0604753990949","10.9435707274347","13.8659232883292","15.9785011847982","17.5387441024278","18.0216983735412","17.6345260412367","16.705575724589","19.1738082781793","16.4413498377265","13.5627672947772","18.3829098551528","20.5571174145111","24.0562276278008","25.3957927510595","33.5523067782622","33.9063722686192","28.1182756416111","25.0009988367976","17.3641413760603","16.9072294948969","21.2973148810876","20.3358354792818","39.7174950191489","15.6016948142115","12.5872034907184","15.4453354474077","18.2846049267413","20.280577998757","19.9606075608912","20.1870018252819","21.9334587634322","24.1532987732827","24.8933437498898","23.8947336198062","20.833574652466","15.3318584042485","10.7627059172487","9.68251819633223","10.6534929189359","11.9102616607561","13.0985413493544","12.313946714342","12.4162075416805","12.6901062454749","14.0087151168124","15.2128150156924","15.7290920133564","13.8237692455151","14.4142330417064","13.6676334273514","15.9584973420583","","","","","","",
"Armenia","ARM","Domestic credit to private sector (% of GDP)","FS.AST.PRVT.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24.8549219693588","28.4451645997959","35.367887872035","40.0600551046667","42.380240486921","48.9171731063841","45.630782609944","48.8756443742773","51.5425858055791","55.5020027333594","60.1552379151791","72.1929140858516","61.6738125458808","52.5538426755394","55.6355274851119",
"American Samoa","ASM","Domestic credit to private sector (% of GDP)","FS.AST.PRVT.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Antigua and Barbuda","ATG","Domestic credit to private sector (% of GDP)","FS.AST.PRVT.GD.ZS","","","","","","","","","","","","","","","","","","40.0186388835787","38.0907905254744","29.0239286197107","28.7253558544702","32.5671923038778","30.6562812952042","36.0922879640947","32.1297912448509","33.1377324733511","32.1920707039273","38.1980202248871","37.1335452098207","38.1350801529823","38.9245398345803","40.2052686853257","42.8200426018141","40.9439435310141","36.3718565570856","42.498797527717","46.3752181500873","51.7939743602675","51.7407942373708","53.0170797334976","53.7983294194095","56.9244794854155","60.094779692894","58.2779314548268","54.4307735618203","53.9388866040809","56.9801794532302","56.8700180042882","58.6594013354386","65.7955601859272","69.9722704826134","68.0341136717723","63.6323778532537","61.2814888295866","56.0283278357383","48.6225959185356","47.0106186461537","44.3336050564692","41.6541874622447","41.9757859373826","53.802449365344","45.4562884943185","38.1460990545085","37.5014254927286",
